query,match,e-value,percent,coverage,bitscore,kingdom,phylum,class,order,family,genus,species
OTU_1278,KT820127|SH1564122.08FU,2.78e-85,89.243,251,317,Fungi,Ascomycota,Eurotiomycetes,Pyrenulales,Pyrenulaceae,Pyrenula,Pyrenula_aspistea
OTU_1277,MW077699|SH1541123.08FU,9.50e-111,95.200,250,402,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,unidentified,Xylariaceae_sp
OTU_1276,KC771473|SH1229734.08FU,8.44e-115,99.543,219,415,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_1275,GU595039|SH1171228.08FU,4.09e-117,98.276,232,423,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes_sp
OTU_1274,LN877891|SH1186086.08FU,7.45e-108,95.102,245,392,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Volvariella,Volvariella_taylorii
OTU_1273,MH859420|SH1569899.08FU,2.18e-82,89.922,258,308,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Acremonium,Acremonium_hennebertii
OTU_1272,MF445222|SH1523644.08FU,2.86e-129,98.800,250,464,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Parasola_setulosa
OTU_1271,KC966091|SH1151818.08FU,6.34e-46,82.869,251,187,Fungi,Ascomycota,Sordariomycetes,Boliniales,Boliniales_fam_Incertae_sedis,Paramicrothyrium,Paramicrothyrium_sp
OTU_1270,UDB035343|SH1574186.08FU,2.37e-23,93.151,73,112,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hyaloseta,Hyaloseta_nolinae
OTU_127,MN592983|SH3686869.08FU,4.63e-124,99.574,235,446,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Pezizomycotina
OTU_1269,MT655950|SH1530088.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_sclerotiorum
OTU_1268,EU041792|SH1552278.08FU,1.07e-106,93.600,250,389,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Ramichloridium,Ramichloridium_apiculatum
OTU_1266,MF770887|SH2594348.08FU,2.44e-67,86.742,264,258,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_sp
OTU_1265,JX042990|SH1237033.08FU,2.18e-82,89.723,253,308,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia_sp
OTU_1264,MH281864|SH1146008.08FU,3.58e-99,97.170,212,364,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Hyphodermataceae,Hyphoderma,Hyphoderma_sp
OTU_1263,MH005892|SH2704729.08FU,5.75e-83,89.286,252,310,Fungi,Basidiomycota,Agaricomycetes,Boletales,Coniophoraceae,Coniophora,Coniophora_sp
OTU_1262,UDB0766321|SH1526188.08FU,1.29e-21,98.276,58,106,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,Scleroderma_sp
OTU_1261,FR682205|SH1544108.08FU,1.29e-21,91.781,73,106,Fungi,Ascomycota,Lecanoromycetes,Teloschistales,Teloschistaceae,unidentified,Teloschistaceae_sp
OTU_1260,KT328894|SH1556684.08FU,5.75e-83,93.443,244,310,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales_sp
OTU_126,MT093663|SH1649506.08FU,4.35e-25,86.408,103,117,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales_sp
OTU_1259,KY687531|SH1571600.08FU,8.99e-23,95.455,66,110,Fungi,Kickxellomycota,GS19,GS19,unidentified,unidentified,GS19_sp
OTU_1258,KY104683|SH1561793.08FU,4.63e-124,97.600,250,446,Fungi,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis,Chrysozymaceae,Pseudohyphozyma,Pseudohyphozyma_pustula
OTU_1257,GU292819|SH1541289.08FU,2.23e-115,97.890,237,417,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,Nemania_beaumontii
OTU_1256,KR812257|SH1244513.08FU,7.55e-130,100.000,242,465,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_1255,GQ329061|SH1648091.08FU,1.04e-62,99.225,129,242,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus_croceovelutinus
OTU_1254,HG965008|SH1541936.08FU,4.00e-84,90.873,252,314,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sarocladium,Sarocladium_bifurcatum
OTU_1253,EF113976|SH1243070.08FU,2.86e-129,98.800,250,464,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Infundibulomyces,Infundibulomyces_cupulata
OTU_1252,MH856219|SH2592193.08FU,4.00e-84,94.521,219,314,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Martininia,Martininia_sp
OTU_1251,MF681485|SH1574178.08FU,7.34e-86,90.698,258,319,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Monocillium,Monocillium_sp
OTU_1250,AB741587|SH1176685.08FU,5.75e-83,94.898,196,310,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,unidentified,Xylariaceae_sp
OTU_125,GU054164|SH1193376.08FU,3.63e-121,98.016,252,437,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_1249,GU941343|SH1563547.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,Pleosporales,unidentified,unidentified,Pleosporales_sp
OTU_1248,MH590693|SH2706833.08FU,2.12e-38,80.534,262,162,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Thyridariaceae,Neoroussoella,Neoroussoella_heveae
OTU_1247,JF894114|SH1550088.08FU,1.96e-108,98.140,215,394,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinus,Phellinus_calcitratus
OTU_1246,LC229654|SH2590663.08FU,1.94e-86,92.063,252,321,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_1245,KX096659|SH1515379.08FU,4.47e-69,86.154,260,264,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_1244,FN397337|SH1560664.08FU,3.50e-66,88.845,251,254,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria_sp
OTU_1243,GU053996|SH1615232.08FU,7.34e-86,92.975,242,319,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Bjerkandera,Bjerkandera_sp
OTU_1242,MT644317|SH1645095.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_sp
OTU_1241,KJ127025|SH1649776.08FU,1.52e-83,100.000,162,312,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,Geastrum,Geastrum_inpaense
OTU_1240,MH862730|SH1517051.08FU,3.63e-121,97.600,250,437,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Guarroa,Guarroa_sp
OTU_124,MH861928|SH1522941.08FU,2.52e-122,97.571,247,440,Fungi,Ascomycota,Sordariomycetes,Ophiostomatales,Ophiostomataceae,Graphilbum,Graphilbum_pleomorphum
OTU_1239,MN738675|SH1570841.08FU,1.18e-69,92.432,185,266,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,Pluteus,Pluteus_sp
OTU_1237,HQ423449|SH1552377.08FU,6.52e-90,90.873,252,333,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Schizothyriaceae,Johansonia,Johansonia_chapadensis
OTU_1236,UDB0694376|SH2722088.08FU,3.03e-26,98.485,66,121,Fungi,Ascomycota,Leotiomycetes,unidentified,unidentified,unidentified,Leotiomycetes_sp
OTU_1235,KF617950|SH1569062.08FU,5.18e-109,94.466,253,396,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_sp
OTU_1234,KM652158|SH1539180.08FU,2.47e-89,92.213,244,331,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Hirsutella,Hirsutella_guyana
OTU_1233,MG873485|SH1214489.08FU,2.84e-118,98.361,244,427,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Trematosphaeriaceae,Medicopsis,Medicopsis_chiangmaiensis
OTU_1232,MK818587|SH3222142.08FU,1.16e-36,80.153,262,156,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sporidesmium,Sporidesmium_sp
OTU_1231,JF691054|SH1206819.08FU,1.17e-58,89.202,213,229,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales_fam_Incertae_sedis,Sistotrema,Sistotrema_sp
OTU_1230,MK911671|SH1648727.08FU,4.38e-36,98.795,83,154,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales_sp
OTU_123,KU569515|SH1553335.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Ganodermataceae,Ganoderma,Ganoderma_multiplicatum
OTU_1229,EU563602|SH1198324.08FU,3.60e-110,95.276,254,400,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_1228,KT328830|SH1541591.08FU,9.64e-133,99.600,250,475,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariales_fam_Incertae_sedis,Phialemoniopsis,Phialemoniopsis_sp
OTU_1227,JF895466|SH1551108.08FU,9.11e-45,89.759,166,183,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fomitiporella,Fomitiporella_sp
OTU_1226,MH822889|SH1527356.08FU,1.38e-120,98.723,235,435,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Lophiotremataceae,Lophiotrema,Lophiotrema_mucilaginosis
OTU_1225,MT733840|SH1572792.08FU,9.64e-133,99.600,250,475,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Cladosporium,Cladosporium_sphaerospermum
OTU_1224,HQ608067|SH1557524.08FU,1.32e-54,88.265,196,216,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales_sp
OTU_1223,EU686121|SH1525463.08FU,1.22e-124,98.400,250,448,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Microdiplodia,Microdiplodia_sp
OTU_1222,AY281019|SH1626130.08FU,6.61e-112,96.800,250,406,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Gymnopilus,Gymnopilus_sp
OTU_1221,AF106519|SH1242071.08FU,1.38e-120,98.008,251,435,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,Arthrobotrys_hertziana
OTU_1220,UDB023590|SH1240672.08FU,3.43e-33,93.548,93,144,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Leucopenicillifer,Leucopenicillifer_sp
OTU_122,MT994712|SH1609293.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_sp
OTU_1219,KT949906|SH1184913.08FU,1.36e-98,92.857,252,362,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Lepteutypa,Lepteutypa_sambuci
OTU_1218,HM992807|SH1569196.08FU,9.44e-100,97.309,223,365,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Massarina,Massarina_sp
OTU_1217,GQ120985|SH1546286.08FU,8.04e-38,97.980,99,160,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Ascotricha,Ascotricha_sp
OTU_1216,KT328866|SH1650803.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema_sp
OTU_1215,KX096659|SH1515379.08FU,2.18e-82,89.189,259,308,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_1214,LC544107|SH2605093.08FU,4.50e-80,89.286,252,300,Fungi,Ascomycota,Sordariomycetes,Boliniales,Boliniales_fam_Incertae_sedis,Paramicrothyrium,Paramicrothyrium_sp
OTU_1213,KU747632|SH2590477.08FU,1.15e-25,85.821,134,119,Fungi,Ascomycota,Sordariomycetes,Microascales,unidentified,unidentified,Microascales_sp
OTU_1212,JQ692289|SH1510219.08FU,1.06e-95,94.872,234,352,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium_sp
OTU_1211,GU054128|SH1517544.08FU,5.87e-116,96.761,247,419,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_sp
OTU_1210,KC965330|SH1190976.08FU,1.15e-25,91.566,83,119,Fungi,Ascomycota,Sordariomycetes,Hypocreales,unidentified,unidentified,Hypocreales_sp
OTU_121,MT556680|SH1549606.08FU,1.03e-51,84.942,259,206,Fungi,Ascomycota,Sordariomycetes,Trichosphaeriales,Trichosphaeriaceae,Nigrospora,Nigrospora_sp
OTU_1209,GU054137|SH1207723.08FU,7.14e-42,85.535,159,173,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_sp
OTU_1208,MF683452|SH1551330.08FU,6.57e-101,92.969,256,369,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Anthostomella,Anthostomella_sp
OTU_1207,UDB0759260|SH1648727.08FU,4.38e-36,82.540,252,154,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales_sp
OTU_1205,MT571538|SH1507365.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia,Lasiodiplodia_sp
OTU_1204,GU054158|SH1572311.08FU,9.64e-133,99.600,250,475,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Lopharia,Lopharia_ayresii
OTU_1203,KF719200|SH1541175.08FU,1.87e-31,92.079,101,139,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,Rosellinia_mammiformis
OTU_1202,MH864106|SH2591890.08FU,1.18e-69,88.664,247,266,Fungi,Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Lylea,Lylea_tetracoila
OTU_1201,GQ999506|SH1549728.08FU,6.66e-123,98.000,250,442,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,Neodevriesia_sp
OTU_1200,JN164932|SH1565961.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Trametes_maxima
OTU_120,MT066189|SH1526405.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Curvularia_sp
OTU_12,JX556230|SH1552275.08FU,2.86e-129,98.800,250,464,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Dissoconiaceae,Uwebraunia,Uwebraunia_dekkeri
OTU_1199,MF683452|SH1551330.08FU,3.58e-99,92.578,256,364,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Anthostomella,Anthostomella_sp
OTU_1198,MT298136|SH3595922.08FU,1.72e-90,91.667,252,335,Fungi,Ascomycota,Eurotiomycetes,Phaeomoniellales,Phaeomoniellaceae,Xenocylindrosporium,Xenocylindrosporium_sp
OTU_1197,AY916711|SH1543322.08FU,1.56e-127,98.400,250,458,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Marasmius,Marasmius_griseoroseus
OTU_1196,MF770848|SH1518043.08FU,1.96e-108,95.219,251,394,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Nemania,Nemania_bipapillata
OTU_1195,MH856285|SH1518612.08FU,2.76e-74,87.295,244,281,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Streptotinia,Streptotinia_sp
OTU_1194,MK005253|SH2705067.08FU,3.55e-88,93.878,245,327,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Trichothecium,Trichothecium_sp
OTU_1193,GU941158|SH2704033.08FU,8.50e-126,98.795,249,452,Fungi,Ascomycota,Sordariomycetes,Xylariales,unidentified,unidentified,Xylariales_sp
OTU_1192,AY593868|SH1525795.08FU,2.82e-107,95.618,251,390,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,Rigidoporus,Rigidoporus_ulmarius
OTU_1191,KY081696|SH1563658.08FU,1.56e-127,98.400,250,458,Fungi,Ascomycota,Sordariomycetes,Xylariales,Sporocadaceae,Pestalotiopsis,Pestalotiopsis_sp
OTU_1190,FJ210536|SH1170104.08FU,1.65e-24,88.119,101,116,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_sp
OTU_119,LT558965|SH1516160.08FU,6.66e-123,98.000,250,442,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces_sp
OTU_1189,UDB014733|SH1571567.08FU,3.41e-22,95.385,65,108,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,unidentified,unidentified,Eurotiales_sp
OTU_1188,MH521277|SH1541143.08FU,1.39e-131,99.597,248,471,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_sp
OTU_1187,KJ140683|SH1514179.08FU,3.09e-59,95.035,141,231,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Podoscyphaceae,Hypochnicium,Hypochnicium_sp
OTU_1186,KR092791|SH1566840.08FU,3.05e-37,94.845,97,158,Fungi,Ascomycota,Sordariomycetes,Xylariales,Pseudomassariaceae,Pseudapiospora,Pseudapiospora_corni
OTU_1185,KT281902|SH1541220.08FU,3.13e-81,90.400,250,304,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Podosordaria,Podosordaria_tulasnei
OTU_1183,MK650398|SH1540608.08FU,7.29e-75,89.062,256,283,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_sp
OTU_1182,MH267927|SH2594061.08FU,1.31e-43,83.539,243,179,Fungi,Ascomycota,Dothideomycetes,unidentified,unidentified,unidentified,Dothideomycetes_sp
OTU_1181,MH863807|SH1603416.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium,Hericium_abietis
OTU_1180,KP135048|SH1510741.08FU,2.51e-111,95.219,251,404,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Ceriporia,Ceriporia_sp
OTU_118,HQ127243|SH1555656.08FU,3.22e-125,99.578,237,450,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Grammothele,Grammothele_fuligo
OTU_1179,KC866431|SH1599719.08FU,5.25e-131,99.200,250,469,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,unidentified,Meruliaceae_sp
OTU_1177,KX066241|SH1549156.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Capnodiaceae,Antennariella,Antennariella_placitae
OTU_1176,KC928373|SH1646405.08FU,2.86e-129,98.800,250,464,Fungi,Basidiomycota,Agaricomycetes,Russulales,Peniophoraceae,Peniophora,Peniophora_sp
OTU_1175,MW133917|SH3596062.08FU,8.99e-23,87.156,109,110,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sporidesmium,Sporidesmium_sp
OTU_1174,MH010640|SH1560809.08FU,3.86e-29,96.104,77,131,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula_masonii
OTU_1173,JX486129|SH1230730.08FU,3.58e-99,96.818,220,364,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta_aristolochiicola
OTU_1172,GQ924065|SH1237522.08FU,2.42e-56,85.654,237,221,Fungi,Ascomycota,Lecanoromycetes,unidentified,unidentified,unidentified,Lecanoromycetes_sp
OTU_1171,KT461299|SH1236128.08FU,1.68e-57,84.615,260,225,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_sp
OTU_1170,KM246198|SH1576421.08FU,1.71e-79,89.723,253,298,Fungi,Ascomycota,Sordariomycetes,Boliniales,Boliniales_fam_Incertae_sedis,Paramicrothyrium,Paramicrothyrium_chinensis
OTU_117,MT310651|SH3686673.08FU,3.89e-40,88.024,167,167,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Cladosporiaceae,Melomastia,Melomastia_sp
OTU_1169,GU053830|SH1152137.08FU,5.79e-94,91.235,251,346,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,Trechispora_sp
OTU_1168,KT949893|SH1505833.08FU,3.45e-44,92.537,134,181,Fungi,Ascomycota,Sordariomycetes,Xylariales,Requienellaceae,Acrocordiella,Acrocordiella_occulta
OTU_1167,KM370106|SH1565715.08FU,1.77e-134,100.000,250,481,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_globosa
OTU_1166,KT328903|SH1180843.08FU,3.45e-44,94.872,117,181,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,unidentified,unidentified,Chaetothyriales_sp
OTU_1165,KY977550|SH1546328.08FU,1.30e-32,81.395,258,142,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Cosmospora,Cosmospora_sp
OTU_1164,MN163008|SH2595786.08FU,1.33e-65,90.411,219,252,Fungi,Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Distoseptispora,Distoseptispora_sp
OTU_1163,JQ717359|SH1569892.08FU,9.31e-78,89.804,255,292,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,unidentified,Bionectriaceae_sp
OTU_1162,EU882104|SH1591994.08FU,8.50e-126,98.000,250,452,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,Pseudozasmidium,Pseudozasmidium_vietnamense
OTU_1161,KU195588|SH1180313.08FU,5.71e-72,99.310,145,273,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_sp
OTU_1160,MK559670|SH1541604.08FU,5.25e-131,99.200,250,469,Fungi,Ascomycota,Sordariomycetes,Sordariales,unidentified,unidentified,Sordariales_sp
OTU_116,AJ877106|SH1647735.08FU,7.45e-108,99.048,210,392,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Mycosphaerellaceae,unidentified,Mycosphaerellaceae_sp
OTU_1159,MK098898|SH1518936.08FU,3.86e-29,93.750,96,131,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,Myxarium,Myxarium_hyalinum
OTU_1158,MF495443|SH1184865.08FU,2.40e-45,94.737,114,185,Fungi,Ascomycota,Sordariomycetes,Xylariales,Beltraniaceae,Beltraniella,Beltraniella_sp
OTU_1157,KT328612|SH1569937.08FU,1.09e-128,99.203,251,462,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Carlosrosaea,Carlosrosaea_sp
OTU_1156,MH267937|SH1628478.08FU,8.38e-104,95.951,247,379,Fungi,Ascomycota,Sordariomycetes,Xylariales,Diatrypaceae,Eutypella,Eutypella_sp
OTU_1155,MF077551|SH1189082.08FU,6.61e-112,95.935,246,406,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Sporidesmium,Sporidesmium_tropicale
OTU_1154,KU747632|SH2590477.08FU,2.76e-74,91.270,252,281,Fungi,Ascomycota,Sordariomycetes,Microascales,unidentified,unidentified,Microascales_sp
OTU_1153,MF495378|SH1546289.08FU,5.07e-76,87.449,247,287,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Xylaria,Xylaria_sp
OTU_1152,MG707509|SH3565531.08FU,6.61e-112,94.800,250,406,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,unidentified,Teratosphaeriaceae_sp
OTU_1151,KY769821|SH1554095.08FU,2.20e-93,91.667,252,344,Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,unidentified,Xylariaceae_sp
OTU_1150,MH005853|SH1551746.08FU,1.09e-128,99.203,251,462,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,unidentified,Ceratobasidiaceae_sp
OTU_115,KP899446|SH1585535.08FU,5.59e-39,95.000,100,164,Fungi,Ascomycota,unidentified,unidentified,unidentified,unidentified,Ascomycota_sp
OTU_1149,JQ760367|SH1566844.08FU,4.60e-113,100.000,213,410,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Xylariomycetidae
OTU_1148,MH990632|SH1542903.08FU,5.25e-131,99.200,250,469,Fungi,Basidiomycota,Agaricomycetes,Russulales,unidentified,unidentified,Russulales_sp
OTU_1147,MF588883|SH1191897.08FU,1.96e-108,94.000,250,394,Fungi,Ascomycota,Leotiomycetes,unidentified,unidentified,unidentified,Leotiomycetes_sp
OTU_1146,KX752590|SH1573668.08FU,3.18e-103,95.238,252,377,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Phanerochaetaceae,Phlebiopsis,Phlebiopsis_sp
OTU_1145,HM237177|SH1556537.08FU,1.56e-127,98.400,250,458,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,Lycoperdon,Lycoperdon_wrightii
OTU_1144,MH857613|SH1534109.08FU,1.77e-134,100.000,250,481,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_sublateritium
OTU_1143,MF803164|SH1551610.08FU,4.60e-113,100.000,213,410,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Stachylidium,Stachylidium_sp
OTU_1142,JF951148|SH1549739.08FU,8.44e-115,96.800,250,415,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Neodevriesiaceae,Neodevriesia,Neodevriesia_queenslandica
OTU_1141,MN162031|SH1570260.08FU,9.50e-111,95.200,250,402,Fungi,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,Teratosphaeria,Teratosphaeria_considenianae
OTU_1140,HQ269808|SH1608953.08FU,9.57e-122,99.145,234,439,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium_sp
OTU_114,EU686754|SH1640201.08FU,1.36e-98,96.729,214,362,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
OTU_1139,KT289540|SH1576418.08FU,4.90e-21,86.667,90,104,Fungi,Ascomycota,Sordariomycetes,unidentified,unidentified,unidentified,Sordariomycetes_sp
